P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3	F1_1	F1_2	F1_3
SIFa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp53C14c	14416.924964672	13004.6305895578	13036.4663692072	7397.38510500421	7569.85403303924	8849.92897921726	15540.2278977951	8806.93669115233	12693.1372934199	7898.57196300213	7887.99072485731	8659.6241034983	7484.76916700536	7558.39874016223	8484.76841171745
lectin-37Da	0	0	0	0	2.98025749332253	0	12.4867912184984	0	0	0	0	0	0	1.46736531550422	0
lectin-37Db	0.723051555477807	2.00307499967517	2.38784987072207	0	0	0	0	0	0	0	0	0	0	0	0
CG33543	0	0.66769166655839	1.19392493536104	0	0	0	2.49735824369967	0	0.707256772353034	1.58097917594118	0	0	0.770672278316038	0	0
Vkor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rim	8.67661866573369	4.00614999935034	7.16354961216622	1.56857190521718	1.49012874666127	3.2240178430664	14.1516967142981	19.2140166924521	11.3161083576485	7.9048958797059	15.1053058691255	4.854049385369	4.62403366989623	8.0705092352732	3.91291662595344
CG33552	0	0	0.596962467680518	0	0	0	3.32981099159956	0	1.41451354470607	0	6.04212234765018	0	0	2.93473063100844	0
form3	169.194063981807	172.932141638623	156.404166532296	203.914347678233	162.424033386078	153.140847545654	164.825644084178	192.140166924521	168.327111820022	246.632751446824	200.900568059369	163.419662640756	220.412271598387	177.55120317601	153.386331737375
mim	370.925447960115	357.215041608739	352.207855931506	580.371604930356	639.265232317684	506.170801361424	761.694264328399	950.709545942528	887.607249303058	768.355879507413	868.555087474713	626.172370712601	659.695470238529	736.617388383117	548.590910958673
CG33626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33627	0	0	0	0	0	0	0	0	1.41451354470607	0	1.51053058691255	0	0	0.733682657752109	0
CG33632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33635	292.835879968512	280.430499954524	283.557172148246	174.111481479107	177.325320852691	220.845222250048	260.557710092666	177.537514238257	243.296329689444	200.78435534453	229.600649210707	205.488090647288	183.420002239217	198.828000250822	206.601997850342
CG33640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33648	0	0	0.596962467680518	0	0	0	0	0	0	1.58097917594118	0	0	0.770672278316038	0	0
Cadps	318.865735965713	321.827383281144	277.587547471441	54.9000166826012	44.703862399838	83.8244639197263	238.081485899369	300.50722106995	278.659168307095	456.902981847001	385.185299662699	410.976181294575	249.697818174396	209.099557459351	239.470497508351
CG33658	0	2.67076666623356	0	1.56857190521718	13.4111587199514	4.8360267645996	4.16226373949945	7.68560667698083	7.77982449588337	6.32391670376472	9.06318352147527	14.562148156107	3.85336139158019	11.0052398662816	9.39099990228826
CG33673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33679	17.3532373314674	30.0461249951276	34.6238231254701	47.0571571565153	53.6446348798056	66.0923657828611	0	0	0	0	0	0	23.1201683494812	26.4125756790759	32.0859163328182
CG33687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33690	0	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
CNMaR	106.288578655238	119.516808313952	95.5139948288829	26.665722388692	43.2137336531767	27.4041516660644	0	0	0	0	4.53159176073764	0	13.1014287313727	23.4778450480675	13.3039165282417
CG33702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33704	0.723051555477807	0	0	0	0	0	3.32981099159956	0	0.707256772353034	0	0	0	0	0	0
CG33721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33725	0	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
CG33766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33775	1.44610311095561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33783	0	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
CG33784	0	1.33538333311678	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33792	29.6451137745901	36.0553499941531	24.4754611749012	20.3914347678233	41.7236049065155	33.8521873521972	0	0	0	0	0	0	10.0187396181085	20.5431144170591	16.4342498290045
CG33798	0	0	0	1.56857190521718	0	0	0	0	0	3.16195835188236	0	0	2.31201683494811	0	0
CG33912	0	0	0	0	0	0	15.8166022100979	13.0655313508674	4.2435406341182	6.32391670376472	13.5947752822129	3.23603292357933	3.08268911326415	6.60314391976898	1.56516665038138
CG33914	0	0	0	0	0	0	2.49735824369967	3.84280333849041	0.707256772353034	3.16195835188236	3.02106117382509	22.6522304650553	1.54134455663208	1.46736531550422	10.9561665526696
CG33926	5.78441244382246	7.34460833214229	6.5665871444857	3.13714381043436	1.49012874666127	1.6120089215332	233.919222159869	136.803798850259	164.790827958257	357.301293762706	465.243420769064	427.156345912472	175.713279456057	226.707941245402	207.384581175533
CG33927	1.44610311095561	0	0.596962467680518	0	1.49012874666127	0	0.83245274789989	0	0	0	1.51053058691255	3.23603292357933	0	1.46736531550422	1.56516665038138
CG33928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33958	0	0	0	0	0	0	0	1.53712133539617	0.707256772353034	0	0	0	0	0	0
CG33965	0.723051555477807	2.67076666623356	0	53.331444777384	25.3321886932415	62.8683479397947	79.9154637983894	51.4935647357715	48.0934605200063	347.815418707059	350.44309616371	373.761802673413	195.750758692274	182.686981780275	211.297497801486
CG33966	0	0	0	0	7.45064373330633	3.2240178430664	5.82716923529923	3.07424267079233	2.1217703170591	1.58097917594118	3.02106117382509	1.61801646178967	0.770672278316038	5.13577860426476	2.34774997557207
CG33969	200.285280867353	198.304424967842	238.188024604527	152.151474806066	198.187123305948	178.932990290185	99.8943297479868	54.5678074065639	94.0651507229535	116.992459019647	96.6739575624029	153.711563870018	131.784959592043	144.535483577165	161.212164989282
osy	48.4444542170131	60.7599416568135	38.2055979315532	28.2342942939092	37.2532186665317	29.0161605875976	19.9788659495974	3.07424267079233	0.707256772353034	0	1.51053058691255	0	13.8721010096887	19.0757491015548	14.0864998534324
Ir62a	92.5505991011593	103.49220831655	69.8446087186206	109.800033365202	108.779398506272	69.3163836259275	66.5962198319912	97.6072047976565	77.0909881864807	91.6967922045884	63.4422846503269	71.1927243187453	98.6460516244529	84.3735056414925	68.0847492915899
Dpm3	213.300208865953	214.329024965243	249.530311490457	213.325779109536	229.479826985835	236.96531146538	249.735824369967	139.109480853353	210.762518161204	235.565897215236	200.900568059369	279.916847889612	219.641599320071	210.566922774855	250.42666406102
obst-H	0	2.00307499967517	1.79088740304155	0	1.49012874666127	1.6120089215332	83.245274789989	72.2447027636198	58.7023121053018	96.4397297324119	90.6318352147527	71.1927243187453	47.0110089772783	44.7546421228786	35.216249633581
CG33985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG33986	0	0	0	0	0	0	0	0	0	1.58097917594118	0	0	0.770672278316038	0	0
Mid1	0.723051555477807	2.67076666623356	1.19392493536104	0	7.45064373330633	0	1.66490549579978	0.768560667698083	1.41451354470607	0	0	0	0	3.66841328876054	0
CG33993	0.723051555477807	0	0	0	0	1.6120089215332	0	0	0	0	0	0	0	0	0.782583325190689
CG33995	125.810970653138	161.58138330713	89.5443701520777	202.345775773016	238.420599465803	246.637364994579	94.8996132605875	107.598493477732	91.9433804058944	93.2777713805296	67.9738764110645	64.7206584715867	144.886388323415	150.404944839182	151.038581761803
CG33998	0	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
CG34001	21.6915466643342	14.0215249977262	22.0876113041792	18.8228628626061	7.45064373330633	6.44803568613279	19.9788659495974	4.6113640061885	23.3394734876501	56.9152503338824	31.7211423251634	29.124296312214	36.9922693591698	19.0757491015548	17.2168331541952
NimB3	0	0	0.596962467680518	1.56857190521718	0	0	0	0	2.1217703170591	1.58097917594118	0	1.61801646178967	1.54134455663208	0	0.782583325190689
CG34005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG34007	0	0	0	0	0	0	0.83245274789989	22.2882593632444	9.90159481294248	11.0668542315883	13.5947752822129	8.09008230894833	5.39470594821227	6.60314391976898	3.91291662595344
CG34008	2.16915466643342	0.66769166655839	1.79088740304155	3.13714381043436	0	0	1.66490549579978	0	0	4.74293752782354	0	3.23603292357933	3.85336139158019	0	1.56516665038138
Glyat	4.33830933286684	4.00614999935034	2.98481233840259	3.13714381043436	4.4703862399838	4.8360267645996	40.7901846470946	44.5765187264888	36.7773521623578	6.32391670376472	18.1263670429505	19.416197541476	4.62403366989623	11.0052398662816	11.7387498778603
CG34011	0	0	0	0	0	0	4.16226373949945	0	0	1.58097917594118	7.55265293456273	6.47206584715867	0.770672278316038	3.66841328876054	3.13033330076275
CG34012	0.723051555477807	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
CG34021	0	0.66769166655839	0	0	0	0	0	0.768560667698083	0	3.16195835188236	0	0	1.54134455663208	0	0
CG34025	0	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
CG34027	0	2.00307499967517	1.79088740304155	3.13714381043436	4.4703862399838	1.6120089215332	4.99471648739934	8.45416734467891	6.36531095117731	1.58097917594118	3.02106117382509	0	2.31201683494811	3.66841328876054	0.782583325190689
CG34029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG34030	0.723051555477807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG34033	9839.285566942	8605.87789027109	9814.06296866772	6092.33327986352	6182.5441698976	7097.67528151067	9786.31450431111	6563.50810214163	8513.24976881347	8078.80358905942	8230.88116808646	8994.55351108876	6931.42647117445	7041.88614910474	7796.09508554964
CG34034	59995.2028157711	65881.8044309829	67969.5496076361	42503.5929156699	44075.0280687469	49775.6114791021	80320.8682866167	60713.9870661454	70350.8311459563	32177.6691679308	35082.0728810439	40388.9269191937	36568.399606096	38740.6453772846	43699.4528786481
CG34038	0	0	0.596962467680518	0	0	1.6120089215332	21.6437714453971	6.14848534158466	4.95079740647124	0	0	0	0	0	0.782583325190689
CG34039	52.0597119944021	56.0860999909048	72.8294210570232	48.6257290617325	70.0360510930795	32.240178430664	113.213573714385	69.1704600928274	96.1869210400126	118.573438195588	75.5265293456273	74.4287572423247	81.6912615015001	71.1672178019546	51.6504994625855
CG34040	0.723051555477807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG34041	5381.67272742132	4671.83859090906	5738.00323934514	3792.80686681514	3720.85148041318	4808.62261293353	6620.49670404783	4668.23749559815	6195.56932581258	5468.60696958054	5522.49982575226	6682.40798719132	4529.24097966336	4514.34939314873	5566.51519208137
CG34043	0	1.33538333311678	0	1.56857190521718	0	0	0	1.53712133539617	0	4.74293752782354	4.53159176073764	1.61801646178967	3.08268911326415	2.20104797325633	0.782583325190689
CG34045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG34049	0	2.00307499967517	0	0	0	0	0	0.768560667698083	0	0	0	0	0	0	0
CG34051	24758.7313626711	22171.3694797379	23574.6448111713	17588.3967732002	17853.2325137486	21270.4577196306	25478.8812549719	19715.8868084589	22665.4577835977	17689.5759996059	17214.0065684554	21488.8766290286	17264.6003788359	17151.2994902711	20719.6761177487
CG34054	0	0	0	0	0	9.67205352919919	0	0	0	0	0	0	0	0	4.69549995114413
CG34056	215.469363532387	242.372074960696	289.526796825051	208.620063393885	202.657509545932	235.353302543847	253.898088109466	268.227673026631	321.80183142063	218.175126279883	296.063995034859	279.916847889612	208.852187423646	243.5826423737	249.64408073583
CG34057	1821.3668682486	1507.64778308884	1463.75197075263	945.848858845958	1111.63604500931	1136.4662896809	1079.69121402616	828.508399778533	908.824952473649	866.376588415766	891.213046278402	865.638807057472	887.04379234176	980.200030756818	970.403323236454
CG40045	411.416335066872	332.510449946078	497.269735577872	224.305782446056	247.36137194577	299.833659405175	269.714690319564	209.048501613878	253.905181274739	218.175126279883	256.790199775133	263.736683271716	216.558910206807	246.517373004709	273.12158049155
CG40160	455.522479951019	452.02725826003	448.91577569575	37.6457257252123	28.3124461865641	51.5842854890624	1493.4202297324	1349.59253247783	1311.25405594253	777.84175456306	765.83900756466	724.871374881771	397.666895611076	385.917077977609	375.639996091531
CG40191	1371.6288007414	1356.74946644665	1368.23797592375	1071.33461126333	1122.06694623593	1270.26303016816	1298.62628672383	1112.87584682682	1158.48659311427	1086.13269387159	1135.91900135823	1289.55912004636	1055.82102129297	1104.19239991692	1240.39457042724
MFS17	549.519182163134	516.793349916194	476.376049209054	312.145809138218	289.084976852286	311.117721855907	387.090527773449	348.157982467231	444.157253037705	580.219357570413	709.949375848896	679.56691395166	436.200509526878	487.1652847474	479.723578341892
CG40298	27.4759591081567	30.7138166616859	29.8481233840259	0	0	1.6120089215332	3.32981099159956	3.84280333849041	4.95079740647124	9.48587505564707	1.51053058691255	0	4.62403366989623	0.733682657752109	0.782583325190689
CG40439	62.1824337710914	56.0860999909048	74.6203084600648	61.1743043034699	58.1150211197894	108.004597742724	193.961490260674	126.812510170184	222.078626518853	275.090376613765	182.774201016418	343.019489899409	164.153195281316	117.389225240337	218.340747728202
pain	96.8889084340262	88.8029916522659	110.438056520896	133.32861194346	102.818883519627	128.960713722656	210.610545218672	335.861011784062	191.666585307672	120.15441737153	119.331916366091	124.587267557804	124.078236808882	108.585033347312	122.865582054938
salto	7.23051555477807	7.34460833214229	1.79088740304155	0	0	0	11.6543384705985	0.768560667698083	0.707256772353034	0	0	0	0	0	0
HSPC300	73.7512586587363	80.7906916535652	112.825906391618	145.877187185198	169.874677119384	157.976874310253	41.6226373949945	6.91704600928274	42.435406341182	80.6299379730001	61.9317540634143	118.115201710646	110.97680807751	113.720811951577	133.821748607608
CG18003	3.61525777738904	3.33845833279195	0.596962467680518	0	1.49012874666127	1.6120089215332	0	5.37992467388658	0.707256772353034	1.58097917594118	0	0	0.770672278316038	0.733682657752109	0.782583325190689
CG33671	189.439507535186	154.236774974988	185.058364980961	249.402932929531	225.009440745851	253.085400680712	109.883762722785	91.4587194560718	111.039313259426	143.869105010647	134.437222235217	210.342140032657	192.66806957901	176.083837860506	224.601414329728
CG33785	73.0282071032585	111.504508315251	144.464917178685	86.2714547869448	104.309012266289	108.004597742724	39.1252791512948	25.3625020340367	51.6297443817715	31.6195835188236	36.2527340859011	19.416197541476	57.8004208737029	68.9661698286982	61.8240826900644
CG30270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube3a	590.733120825369	558.857924909373	459.661100113999	559.980170162532	622.87381610441	564.20312253662	575.224848798824	853.87090181257	627.336757077141	692.468879062236	709.949375848896	698.983111493136	612.68446126125	651.510200083873	611.980160299119
Zwilch	2.16915466643342	2.67076666623356	5.37266220912466	3.13714381043436	0	1.6120089215332	2.49735824369967	3.84280333849041	3.53628386176517	1.58097917594118	3.02106117382509	3.23603292357933	2.31201683494811	1.46736531550422	2.34774997557207
loj	1381.02847096261	1355.41408311353	1304.36299188193	1179.56607272332	1113.12617375597	1075.20995066264	2708.80124166624	2045.9084974123	2437.91409430091	1618.92267616377	1586.05711625817	1517.69944115871	1368.71396628928	1318.42773598054	1256.04623693106
endos	163.409651537984	174.935216638298	180.282665239517	188.228628626061	202.657509545932	238.577320386913	298.018083748161	282.061765045196	289.975276664744	251.375688974647	318.721953838547	266.972716195295	215.017565650175	254.587882239982	244.948580784686
Ctr1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctr1B	61.4593822156136	64.0983999896054	79.9929706691894	98.8200300286822	144.542488426143	124.124686958056	201.453564991773	133.729556179466	164.083571185904	512.237253004942	477.327665464364	538.799481775959	298.250171708307	303.010937651621	320.859163328182
EMRE	284.882312858256	301.128941617834	401.755740748989	279.205799128658	327.828324265479	432.018390970897	303.01280023556	194.445848927615	183.179504039436	365.206189642412	338.35885146841	328.457341743302	315.20496183126	325.755100041936	368.596746164814
Cisd2	1195.20422120482	1267.27878312782	1334.80807773364	1207.80036701723	1041.59999391623	1312.17526212802	700.092760983807	543.372392062544	698.062434312445	869.538546767648	794.539088715999	818.716329665571	1017.28740737717	898.761255746334	1033.00998925171
CG13197	120.026558209316	137.544483311028	157.001128999976	139.602899564329	125.170814719546	143.468794016455	124.867912184983	103.755690139241	123.062678389428	121.735396547471	148.031997517429	147.23949802286	127.931598200462	133.530243710884	140.864998534324
CG16984	1.44610311095561	0	0	0	7.45064373330633	0	6.65962198319912	9.99128868007507	14.8523922194137	4.74293752782354	15.1053058691255	12.9441316943173	2.31201683494811	11.0052398662816	6.26066660152551
CG31275	0.723051555477807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpb5	0	0	0	0	0	1.6120089215332	0	0	0	0	0	0	0	0	0.782583325190689
GstE9	10.8457733321671	8.01229999870068	3.58177480608311	6.27428762086871	8.9407724799676	3.2240178430664	19.9788659495974	7.68560667698083	9.90159481294248	9.48587505564707	21.1474282167756	11.3261152325277	7.70672278316038	14.6736531550422	7.0432499267162
GstE4	0.723051555477807	0	0.596962467680518	0	1.49012874666127	0	0	0	0	0	0	0	0	0.733682657752109	0
GstE3	16.6301857759896	14.6892166642846	9.55139948288829	12.5485752417374	10.4309012266289	9.67205352919919	19.9788659495974	7.68560667698083	11.3161083576485	4.74293752782354	1.51053058691255	17.7981810796863	8.47739506147642	5.86946126201687	13.3039165282417
GstE10	0	0	1.19392493536104	0	0	0	0	0	0	0	9.06318352147527	1.61801646178967	0	4.40209594651265	0.782583325190689
CG6006	54.9519182163134	107.498358315901	102.080581973369	174.111481479107	154.973389652772	99.9445531350583	67.4286725798911	137.572359517957	101.137718446484	192.879459464824	154.07411986508	158.565613255387	179.566640847637	151.138627496934	125.21333203051
CG40228	62.9054853265692	86.7999166525907	118.795531068423	89.4085985973791	96.8583685329823	82.2124549981931	109.883762722785	47.6507613972811	109.62479971472	145.450084186588	140.479344582867	177.981810796863	114.83016946909	115.921859924833	125.995915355701
Kaz1-ORFB	7.95356711025588	7.34460833214229	13.7301367566519	9.41143143130307	5.96051498664507	11.2840624507324	61.6015033445919	19.9825773601501	32.5338115282396	14.2288125834706	19.6368976298631	8.09008230894833	11.5600841747406	12.4726051817859	9.39099990228826
GatC	172.086270203718	178.941366637649	192.221914593127	169.405765763455	156.463518399433	130.572722644189	52.4445231176931	44.5765187264888	48.8007172923594	47.4293752782354	49.847509368114	46.9224773919003	106.352774407613	101.248206769791	86.0841657709758
CG33934	0	0	0.596962467680518	0	0	0	5.82716923529923	0	0	0	0	0	0	0	0
RpL5	27174.4466095224	28139.1975954368	28839.2568136458	29886.0005101029	28948.7311613884	30710.381964129	14006.0174834156	11327.0471205343	11896.058910978	31135.8038909856	29863.189703261	31967.1512355784	29861.2387679115	28758.1591359094	30370.4936840002
Idgf5	2.89220622191123	2.00307499967517	8.35747454752726	1.56857190521718	1.49012874666127	11.2840624507324	3.32981099159956	1.53712133539617	7.77982449588337	1.58097917594118	0	0	1.54134455663208	0.733682657752109	5.47808327633482
CG7600	748.358359919531	663.68551655904	709.788374072136	657.231628285997	648.206004797651	718.955979003807	1607.46625619469	1755.39256502242	1621.03252223315	1539.87371736671	1499.95687280416	1409.2923382188	1073.54648369424	1047.69883527001	1030.66223927614
CG31178	0.723051555477807	1.33538333311678	0	0	0	0	9.15698022689879	0	0	4.74293752782354	1.51053058691255	3.23603292357933	2.31201683494811	0.733682657752109	1.56516665038138
ppk16	3.61525777738904	5.34153333246712	2.38784987072207	3.13714381043436	0	0	0.83245274789989	6.14848534158466	1.41451354470607	4.74293752782354	0	3.23603292357933	3.85336139158019	0	1.56516665038138
ppk10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dyl	0	0	0	0	0	0	0	0	2.82902708941214	0	0	0	0	0	0
GlcT	167.024909315373	178.941366637649	194.609764463849	197.640060057364	181.795707092675	153.140847545654	116.543384705985	129.886752840976	125.89170547884	91.6967922045884	99.695018736228	126.205284019594	141.803699210151	137.932339657396	135.386915257989
CheB38a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cby	0	0	0	0	0	0	4.16226373949945	0	3.53628386176517	1.58097917594118	10.5737141083878	0	0.770672278316038	5.13577860426476	0
LSm-4	99.0580631004596	100.821441650317	117.601606133062	90.9771705025963	119.210299732901	124.124686958056	43.2875428907943	32.2795480433195	41.020892796476	56.9152503338824	45.3159176073764	77.664790165904	72.4431941617076	80.705092352732	97.8229156488361
CG33331	28.9220622191123	33.3845833279195	43.5782601406778	26.665722388692	20.8618024532577	51.5842854890624	23.3086769411969	27.668184037131	24.7539870323562	30.0386043428824	31.7211423251634	51.7765267772693	27.7442020193774	25.6788930213238	50.0853328122041
CG33332	70.8590524368251	43.3999583262954	45.3691475437194	36.0771538199951	53.6446348798056	67.7043747043943	133.192439663982	76.0875061021102	81.3345288205989	64.8201462135883	80.0581211063649	74.4287572423247	49.3230258122265	65.2977565399377	68.8673326167806
dbr	571.210728827468	502.104133251909	398.770928410586	536.451591584275	666.087549757586	589.995265281151	545.256549874428	684.018994251294	602.582770044785	698.792795766001	756.775824043185	723.253358419981	604.207066199774	695.531159548999	636.24024338003
DPCoAC	172.809321759196	134.873716644795	88.9474076843972	174.111481479107	253.321886932415	240.189329308447	77.4181055546898	110.672736148524	82.041785592952	145.450084186588	166.15836456038	223.286271726974	156.446472498156	205.43114417059	224.601414329728
Patj	849.585577686424	809.909991535327	724.115473296469	588.214464456442	567.739052477943	589.995265281151	532.76975865593	687.093236922086	556.611079841838	355.720314586765	380.653707901961	357.581638055516	462.403366989623	464.421122357085	459.376411886934
CG33226	0.723051555477807	0.66769166655839	0	3.13714381043436	0	0	0	1.53712133539617	0	0	0	0	1.54134455663208	0	0
Porin2	0.723051555477807	4.00614999935034	1.19392493536104	0	0	0	6.65962198319912	0.768560667698083	4.2435406341182	0	0	0	0	0	0
CG4681	7.23051555477807	9.34768333181746	14.3270992243324	50.1943009669497	16.3914162132739	14.5080802937988	42.4550901428944	43.0393973910926	58.7023121053018	15.8097917594118	22.6579588036882	9.708098770738	32.3682356892736	19.0757491015548	11.7387498778603
tmod	424.431263065473	438.673424928862	349.223043593103	373.320113441688	421.706435305139	341.745891365038	320.494307941458	336.62957245176	354.33564294887	388.92087728153	350.44309616371	228.140321112343	373.005382704963	377.846568742336	276.251913792313
sprt	24.5837528862454	22.0338249964269	24.4754611749012	34.5085819147779	40.2334761598542	16.120089215332	282.201481538063	358.149271147307	273.708370900624	607.096003561413	590.617459482805	684.420963337029	312.892944996312	306.679350940382	338.858579807568
akirin	994.195888781985	970.155991509341	976.630597125328	784.285952608589	680.988837224199	704.447898710008	733.390870899803	861.556508489551	768.788111547748	529.628023940295	539.259419527779	579.249893320701	643.511352393892	597.217683410217	622.153743526598
pps	511.920501278288	503.439516585026	448.318813228069	522.33444443732	509.624031358153	380.434105481835	466.173538823938	607.931488149183	526.90629540301	469.55081525453	441.074931378463	346.255522822989	485.523535339104	465.154805014837	352.16249633581
Spn28B	9964.37348603966	8519.0779736185	8054.21761394555	7326.79936926944	7906.62312978468	7995.56425080466	5036.33912479433	4110.26245084935	4238.58983671173	6414.03251679336	6421.26552496523	6433.23345207571	6726.42764514238	7011.80516013691	6993.16459390399
BG642163	120824.084075008	102124.775783439	86007.9644935384	66256.4772763736	69985.3867156931	69338.951750829	75197.1216232929	65053.2805959688	77257.900784756	47176.4186100848	48293.173394181	45257.5384527188	55550.05782102	57914.7079549782	55551.677338661
CG34107	0	0.66769166655839	0	0	0	0	0.83245274789989	0	2.1217703170591	0	0	0	0	0	0
lobo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
side-III	0	0	0	0	1.49012874666127	4.8360267645996	0	0	0	0	0	0	0	0.733682657752109	2.34774997557207
side-VI	2.16915466643342	1.33538333311678	0	0	0	0	2.49735824369967	0	0	6.32391670376472	1.51053058691255	1.61801646178967	3.08268911326415	0.733682657752109	0.782583325190689
CG34115	0	0	0	3.13714381043436	0	0	1.66490549579978	0	1.41451354470607	0	0	4.854049385369	1.54134455663208	0	2.34774997557207
CG34116	0	21.3661333298685	22.6845737718597	23.5285785782577	0	38.6882141167968	30.8007516722959	24.5939413663386	31.1192979835335	28.4576251669412	33.231672912076	38.832395082952	25.4321851844293	16.1410184705464	37.5639996091531
CG34117	142.441156429128	139.547558310704	196.997614334571	214.894351014753	138.581973439498	137.020758330322	108.218857226986	44.5765187264888	79.9200152758929	180.231626057294	154.07411986508	224.904288188764	193.438741857326	143.068118261661	175.298664842714
CG34124	0	2.67076666623356	0	0	0	0	2.49735824369967	6.14848534158466	2.82902708941214	1.58097917594118	1.51053058691255	0	0.770672278316038	0.733682657752109	0
CG34125	126.534022208616	148.895241642521	149.24061692013	122.34860860694	105.79914101295	157.976874310253	305.51015847926	240.5594889895	257.441465136504	230.822959687412	277.937627991908	304.187094816457	172.630590342793	187.089077726788	223.818831004537
CG34126	1258.10970653138	1402.82019143918	1134.22868859298	1819.54341005193	1733.01973236705	1552.36459143647	1172.92592179095	1510.22171202673	1404.61194989313	1726.42926012777	1688.77319616823	1430.32655222207	1735.55397076772	1673.53014233256	1445.4314016272
Nlg3	1.44610311095561	2.00307499967517	4.17873727376363	1.56857190521718	10.4309012266289	1.6120089215332	0	0	0.707256772353034	1.58097917594118	4.53159176073764	3.23603292357933	1.54134455663208	7.33682657752109	2.34774997557207
CG34129	11390.2311534419	10500.7868399638	10799.6480028083	7552.67372362071	7638.39995538565	8664.54795324094	11805.0124179683	9942.1007973424	10767.9843590749	9060.5916573189	9466.49518818092	10298.6747792912	8127.50984712094	8358.84651976978	9187.52823773869
CG34130	10486.4167090946	9220.15422350481	9045.17531029521	5259.4215981932	5178.1973946479	5798.39609075492	7802.57960606567	5780.34478175728	6901.41158462091	5259.9177183563	4827.65575577249	5305.47597820832	5148.09081915114	4894.39700986432	5381.04294401118
CG34133	262.467714638444	277.75973328829	200.579389140654	294.891518180829	329.31845301214	301.445668326708	226.42714742877	265.921991023537	222.785883291206	240.308834743059	276.427097404996	263.736683271716	262.028574627453	296.407793731852	273.904163816741
CG34134	0.723051555477807	2.67076666623356	4.77569974144415	0	1.49012874666127	6.44803568613279	1.66490549579978	6.14848534158466	4.2435406341182	4.74293752782354	7.55265293456273	16.1801646178967	2.31201683494811	4.40209594651265	10.9561665526696
CG34136	0	0	0	1.56857190521718	1.49012874666127	1.6120089215332	0.83245274789989	0.768560667698083	1.41451354470607	3.16195835188236	6.04212234765018	11.3261152325277	2.31201683494811	3.66841328876054	6.26066660152551
dunk	0	2.00307499967517	1.19392493536104	0	0	1.6120089215332	7.49207473109901	19.2140166924521	5.65805417882427	1.58097917594118	15.1053058691255	14.562148156107	0.770672278316038	7.33682657752109	7.82583325190689
CG34138	1.44610311095561	2.00307499967517	0	0	0	0	0	0	0	1.58097917594118	0	0	0.770672278316038	0	0
Nlg4	0	0	0	0	0	0	0	0	1.41451354470607	0	0	0	0	0	0
CG34141	72.3051555477807	54.750716657788	65.0689089771765	50.1943009669497	41.7236049065155	25.7921427445312	16.6490549579978	35.3537907141118	20.510446398238	22.1337084631765	27.1895505644258	19.416197541476	35.4509248025378	33.749402256597	21.9123331053393
