P_mel_1	P_mel_2	P_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_1	F1_2	F1_3
CG13369	1360.95123174036	1335.79082524755	1463.50192412458	2111.56341450918	1761.97393752913	1871.98067368025	2341.42725166432	2205.13077704466	2305.81781394007
DAAM	17.44809271462	14.9773323083117	21.3462941091683	23.7254316236987	10.7497023365615	7.61354620713879	29.0345274785655	21.4658748207888	13.981171446465
CG32812	5.13179197488824	13.1051657697728	12.807776465501	0	0	0	0	0	0
CG3588	1.02635839497765	3.74433307707794	4.26925882183366	0	6.84071966872098	0.951693275892349	1.03694740994877	3.9028863310525	0
CG14424	0	0	0	1.12978245827137	0	0	0	0	0
CG3598	0	0	0	0	0	0	0	0	0
Klf15	0	0	0	0	0	0	0	0	0
pon	0	0.936083269269484	0	0	0	0	0	0	0
mbt	268.905899484144	313.587895205277	323.609818694992	284.705179484384	302.946156757644	242.681785352549	264.421589536936	284.910702166833	247.359187129765
Smox	1350.68764779059	1098.0256748531	1137.33055013649	837.168801579082	1331.00859839971	940.272956581641	1398.84205602089	1523.10139069324	1635.7970592364
Paf-AHalpha	181.665435911044	242.445566740796	213.462941091683	73.4358597876388	42.9988093462462	82.7973150026343	87.1035824356964	81.9606129521026	68.8303825056737
Mgstl	130.347516162161	138.540323851884	146.008651706711	51.9699930804828	39.0898266784056	45.6812772428327	46.6626334476945	56.5918518002613	51.6227868792553
Mcm6	96.477689127899	91.7361603884095	103.316063488375	92.642161578252	83.0658816916119	92.3142477615578	119.248952144108	103.426487772891	111.84937157172
CG17707	6.15815036986589	3.74433307707794	5.1231105862004	23.7254316236987	13.681439337442	22.8406386214164	11.4064215094364	13.6601021586838	16.1321208997673
RhoGAP1A	1491.29874790252	1468.71464948382	1261.13905596966	1361.387862217	1787.3823248701	1507.48214901348	1710.96322641547	1722.14859357692	1421.77758863282
CG17636	0	0.936083269269484	1.70770352873347	67.786947496282	114.337743034336	83.7490082785267	113.027267684416	105.377930938418	73.1322814122783
CG2652	3.07907518493295	0	0	3.3893473748141	0	0	7.25863186964137	9.75721582763125	3.22642417995345
ND-B14.5A	859.061976596292	761.035697916091	1005.83737842401	801.015762914398	489.60007914703	740.417368644247	735.195713653676	727.888300741292	859.30430659427
Crag	944.249723379437	895.831688690896	805.182213797829	690.297082003804	1093.5379013284	791.808805542434	825.410138319219	876.197981321287	766.813480102271
Top3beta	643.526713650986	603.773708678817	610.504011522214	568.280576510497	615.664770184888	580.532898294333	569.284128061873	588.360114406165	566.775180945157
OdsH	7.18450876484354	1.87216653853897	5.1231105862004	0	0.97724566696014	0.951693275892349	2.07389481989753	0	0
Mipp2	208.350754180463	185.344487315358	213.462941091683	314.07952339944	386.012038449255	288.363062595382	373.301067581556	344.429718715383	399.001123587577
UBL3	290.459425778675	279.888897511576	302.263524585824	246.292575903158	268.742558414039	292.169835698951	225.017587958882	226.367407201045	218.321369510184
Nsun2	666.106598340494	656.194371757908	780.420512631194	727.57990312676	601.006085180486	748.982608127278	669.868026826904	601.044494982085	518.378818245855
Tip60	146.769250481804	158.198072506543	157.962576407846	162.688673991077	155.382061046662	188.435268626685	177.318007101239	154.164010076574	216.170420056881
tyf	2188.19609809235	2084.65744066314	1632.56457346919	1604.29109074534	2328.77642436601	1688.30387143303	1841.61860006901	1715.31854249757	1284.11682362147
cib	626.078620936366	627.175790410554	712.966223246222	1603.16130828707	1656.43140549744	1444.67039280459	847.186033928143	931.814111538785	956.097031992874
dgt4	10.2635839497765	10.2969159619643	22.2001458735351	10.1680421244423	4.8862283348007	13.3237058624929	34.2192645283093	24.3930395690781	36.5661407061392
Adar	1171.0749286695	1255.28766409038	1141.59980895832	669.96099775492	949.882788285256	921.239091063794	742.454345523317	839.120561176288	818.436266981526
CG14818	848.798392646515	815.328527533721	1039.13759723431	1223.55440230789	778.864796567232	1054.47614968872	1144.78994058344	1145.49713816391	1336.81508522738
CG14817	285.327633803786	266.783731741803	347.51766809726	510.661671138657	351.808440105651	433.020440531019	442.776544048124	389.312911522487	380.718053234508
CG14812	176.533643936156	189.088820392436	223.709162264084	160.429109074534	145.609604377061	146.560764487422	188.724428610676	187.33854389052	171.000481537533
Cdc45	78.0032380183013	68.3340786566723	103.316063488375	70.0465124128247	92.8383383612133	104.686260348158	104.731688404825	75.1305618727607	117.226745204976
CBP	2.0527167899553	0	0	6.77869474962819	0.97724566696014	8.56523948303114	5.18473704974384	15.61154532421	9.67927253986036
BCL7-like	133.426591347094	144.156823467501	140.031689356144	203.360842488846	175.904220052825	221.744533282917	166.948533001752	199.047202883678	178.528804624091
Rok	1421.50637704404	1385.40323851884	1077.56092663082	963.704436905475	1576.29726080671	1112.52943951816	1055.61246332785	1211.8462057918	1119.56919044385
par-6	537.811798968288	490.50763309721	522.557279792441	498.234064097672	644.982140193693	541.513473982746	537.138758353461	493.715120878142	515.152394065902
mei-P26	688.686483030002	654.322205219369	598.55008682108	454.172548225089	842.385764919641	569.112578983625	683.348343156238	639.097636709847	536.661888598925
X11L	135.47930813705	130.115574428458	95.6313976090741	122.016505493308	169.063500384104	102.782873796374	117.175057324211	122.940919428154	110.773896845069
Tak1	531.653648598422	595.348959255392	519.99572449934	524.219060637914	580.483926174323	555.788873121132	607.651182229978	577.62717699577	557.095908405297
Rhp	51.3179197488824	47.7402467327437	52.0849576263707	117.497375660222	48.862283348007	76.1354620713879	92.2883194854403	69.2762323761819	93.5663012186502
RhoGAPp190	496.757463169182	504.548882136252	444.856769235068	293.743439150555	354.740177106531	275.039356732889	305.899485934886	273.202043173675	259.189409122928
Lim1	20.527167899553	14.0412490390423	13.6616282298677	15.8169544157991	31.2718613427245	22.8406386214164	23.8497904288216	12.6843805759206	31.1887670728834
Idgf4	632.236771306232	649.641788873022	591.719272706146	849.596408620067	847.271993254442	955.500048995918	973.693617941892	1051.82786621865	1119.56919044385
HDAC6	475.203936874651	496.124132712827	460.226100993669	5141.63996759299	5579.09551267544	4328.3010187584	8306.98570109957	8455.60323622525	8916.7609586647
Grip84	188.849944675887	264.911565203264	214.31679285605	286.964744400927	294.150945755002	240.778398800764	248.867378387704	221.488799287229	206.491147517021
Grip128	251.457806769524	240.573400202257	223.709162264084	180.765193323419	219.880275066032	205.565747592747	239.534851698165	280.032094253017	278.547954202648
hang	648.658505625874	765.716114262438	652.342747976184	424.798204310034	599.051593846566	497.735583291698	579.653602161361	563.967074837087	343.076437801717
MagR	122.13664900234	96.4165767347569	92.2159905516072	135.573894992564	49.8395290149672	143.705684659745	116.138109914262	115.135146766049	130.132441924789
IntS4	531.653648598422	508.29321521333	478.15698804537	442.874723642375	505.236009818393	463.474625359574	559.951601372334	603.971659730375	656.039583257202
Pop1	118.03121542243	102.969159619643	145.154799942345	351.362344522395	335.195263767328	316.913860872152	283.086642916013	217.585912956177	195.73640025051
l(1)G0007	2371.91425079335	2311.18959182636	1938.24350511248	2676.45464364487	3359.77060300896	2994.97873923322	1595.86206391115	1728.97864465626	1476.62679969203
Yippee	320.223819233026	298.610562896965	351.786926919094	277.926484734756	222.812012066912	253.150411387365	462.47854483715	460.540587064195	589.360150204831
XRCC1	199.113528625664	195.641403277322	179.308870517014	166.078021365891	141.70062170922	114.203193107082	136.877058113237	154.164010076574	206.491147517021
CG14777	279.16948343392	348.222976168248	335.563743396126	160.429109074534	149.518587044901	165.594630005269	166.948533001752	124.89236259368	147.340037551208
MED18	302.775726518406	300.482729435504	330.440632809926	190.933235447861	193.494642058108	243.633478628441	195.983060480317	143.431072666179	179.604279350742
CG13358	0	0	0	0	1.95449133392028	0.951693275892349	0	0	0
CG11403	52.3442781438601	33.6989976937014	43.5464399827034	23.7254316236987	26.3856330079238	45.6812772428327	34.2192645283093	29.2716474828938	39.7925648860926
CG4325	190.902661465843	147.901156544578	172.47805640208	187.543888073047	153.427569712742	185.580188799008	105.768635814774	128.795248924733	93.5663012186502
LysRS	1731.46661232729	1627.84880525963	1708.55738049783	1977.11930197489	2114.75962330174	1978.57032058019	2344.53809389416	2447.10972956992	2654.27162537504
HisRS	1354.7930813705	1413.48573659692	1441.30177825105	1499.2213221261	1484.43616811245	1379.95525004391	1266.11278754744	1204.0404331297	1414.24926554626
ArgRS	624.02590414641	661.810871373525	684.78911502212	990.819215903988	843.363010586601	906.011998649516	528.843179073871	432.244661164065	375.340679601252
Inx7	51.3179197488824	53.3567463483606	71.7235482068056	2.25956491654273	0	0	0	0.975721582763125	0
Inx6	0	0	0	0	0	0	0	0	0
Inx2	527.548215018511	488.635466558671	419.241216304066	727.57990312676	657.686333864174	630.020948640735	479.06970339633	486.8850697988	423.737042300554
Kmn1	10.2635839497765	7.48866615415587	27.3232564597355	45.1912983308546	15.6359306713622	15.2270924142776	13.480316329334	9.75721582763125	10.7547472665115
l(1)G0196	1480.00880555777	1785.11079449691	1489.97132881995	2154.49514792349	2738.24235882231	2701.85721025838	2476.23041495766	2340.75607704874	1902.51479144589
l(1)G0193	746.162553148751	717.039784260425	727.481703240457	1150.11854252025	1234.26127737066	1113.48113279405	1694.37206785629	1806.06064969455	2017.59058719756
Gmap	17968.4564208737	17720.0562872713	17367.3448872194	23675.7211955347	23164.6312896232	25808.9699489246	23678.6941061801	21618.0873876998	20974.9835938774
Idh3a	889.852728445621	933.275019461676	973.391011378076	846.207061245253	748.570180891468	888.881519683454	790.153926380961	749.35417556208	722.719016309574
temp	100.58312270781	108.58565923526	102.462211724008	195.452365280946	169.063500384104	155.126003970453	114.064215094364	92.6935503624969	146.264562824557
CCT6	710.240009324533	702.062451952113	784.689771453028	804.405110289212	837.49953658484	761.354620713879	717.567607684547	605.923102895901	602.265846924645
l(1)G0020	153.953759246647	190.024903661705	256.15552931002	164.948238907619	167.109009050184	242.681785352549	242.645693928012	217.585912956177	224.774217870091
l(1)G0004	395.147982066395	414.684888286382	596.842383292346	517.440365888286	368.421616443973	366.401911218554	857.55550802763	824.484737434841	1038.90858594501
Rip11	557.312608472863	514.845798098216	451.687583350002	598.784702883824	486.66834214615	529.141461396146	602.466445180234	672.272170523794	624.850816184319
fz4	513.179197488824	474.594217519629	385.940997493763	326.507130440425	440.737795799023	407.324722081925	328.712328953759	343.45399713262	339.850013621764
fz3	1372.24117408512	1091.47309196822	1057.06848428602	655.273825797392	711.434845546982	698.542864504984	781.85834710137	728.864022324055	764.662530648969
Tim9b	353.067287872311	358.519892130212	409.848846896032	85.8634668286238	43.9760550132063	65.6668360365721	46.6626334476945	57.5675733830244	40.8680396127438
Tim8	476.230295269629	641.217039449597	708.696964424388	188.673670531318	132.905410706579	168.449709832946	155.542111492315	158.066896407626	157.019310091068
CG2061	51.3179197488824	75.8227448108282	70.8696964424388	32.7636912898696	42.9988093462462	57.1015965535409	36.2931593482068	32.1988122311831	27.9623428929299
CG3679	7.18450876484354	6.55258288488639	10.2462211724008	1.12978245827137	0	0.951693275892349	3.1108422298463	0.975721582763125	0
goe	14.3690175296871	2.80824980780845	5.1231105862004	10.1680421244423	17.5904220052825	22.8406386214164	6.2216844596926	3.9028863310525	6.45284835990691
Nup93-1	452.624052185143	456.808635403508	397.894922194898	518.570148346557	502.304272817512	450.150919497081	537.138758353461	509.326666202352	520.529767699157
CG4766	1.02635839497765	0	0	0	0	0	0	0	0
NELF-B	376.673530956797	390.346723285375	359.471592798395	221.437361821188	157.336552380583	223.647919834702	173.170217461444	187.33854389052	135.509815558045
CG4928	27.7116766643965	41.1876638478573	43.5464399827034	22.5956491654273	23.4538960070434	13.3237058624929	34.2192645283093	23.417317986315	24.7359187129765
CG3149	442.360468235367	442.767386364466	455.102990407469	619.120787132708	585.370154509124	527.238074844361	388.855278730788	437.12326907788	399.001123587577
GCS2alpha	11270.4415352496	10508.4707808192	9296.73801042499	10204.195163107	11013.5586666408	9614.9571663404	5986.29739763423	6160.70607356637	5646.24231491855
pdgy	1716.07123640263	1945.18103354199	1377.26289592354	1615.58891532805	1811.8134665441	1671.17339246696	1233.96741783903	1196.23466046759	1200.22979494269
CG8611	252.484165164502	230.276484240293	332.148336338659	153.650414324906	175.904220052825	208.420827420424	234.350114648421	190.265708638809	176.377855170789
Pfrx	793.375039317722	747.930532146318	777.005105573727	1187.40136364321	1106.24209499888	847.958708820083	728.974029193983	761.062834555238	821.66269116148
O-fut2	1013.01573584294	960.421434270491	1029.74522782628	817.962499788469	702.639634544341	768.016473645125	755.934661852651	688.859437430767	800.153196628457
CG14787	0	0	1.70770352873347	2.25956491654273	10.7497023365615	0	0	0	0
Lrpprc2	635.315846491165	581.30771021635	632.704157395749	406.721684977692	490.57732481399	390.194243115863	717.567607684547	678.126500020372	725.945440489527
CG14785	28.7380350593742	33.6989976937014	37.5694776321363	51.9699930804828	27.3628786748839	46.6329705187251	57.0321075471822	106.353652521181	68.8303825056737
Ogg1	115.978498632474	89.8639938498705	121.246950540076	38.4126035812264	28.3401243418441	30.4541848285552	49.7734756775408	46.83463597263	58.0756352391622
ric8a	232.983355659926	229.340400971024	218.586051677884	173.98649857379	173.949728718905	180.821722419546	149.320427032622	167.824112235258	141.962663917952
Pdha	696.897350189823	737.633616184354	689.058373843954	702.72468904479	578.529434840403	665.233599848752	637.722657118492	564.94279641985	680.775501970179
l(1)G0320	7181.42968965861	7005.64718721282	6492.68881624464	6352.76676285989	5933.83568978197	6268.8036083029	4477.53891615878	4079.49193753263	3473.78336708322
l(1)G0289	1275.76348495722	1211.29175043471	947.775458447074	797.626415539584	855.089958590123	954.548355720026	849.25992874804	858.63499283155	891.568548393805
Ptpmeg2	573.734342792506	556.969545215343	511.457206855673	576.189053718397	500.349781483592	512.962675705976	455.219912967509	408.82734317775	408.680396127438
ATPsyndelta	1034.56926213747	1033.43592927351	1072.43781604462	1115.09528631384	866.816906593644	1047.81429675748	1539.86690377392	1409.91768709272	1413.17379081961
Ankle2	1729.41389553734	1464.03423313747	1454.96340648091	772.771201457614	870.725889261485	876.509507096853	915.624562984761	954.255707942337	875.436427494037
Cdc7	93.398613942966	104.841326158182	123.808505833176	270.018007526856	141.70062170922	181.773415695439	158.652953722161	198.071481300914	135.509815558045
Tob	232.983355659926	318.268311551625	217.732199913517	472.249067557431	556.05278450032	477.750024497959	577.579707341463	594.214443902743	647.435785443993
Kap3	211.429829365396	216.235235201251	203.216719919282	180.765193323419	242.356925406115	160.836163625807	257.162957667294	253.687611518413	195.73640025051
CG4119	707.1609341396	662.746954642795	667.712079734785	576.189053718397	630.32345518929	606.228616743426	559.951601372334	505.423779871299	468.906980819902
CG17841	2968.22847827536	2353.31333894348	2289.17658026721	1467.5874132945	1668.15835350096	1572.19729177416	2693.9893710469	2718.36032957807	2751.06435077365
CG2930	532.6800069934	578.499460408541	684.78911502212	2149.97601809041	2456.79560673779	2125.13108506761	3194.83497005215	3174.99803031121	3187.70708979401
Atf3	652.763939205784	595.348959255392	438.025955120134	481.287327223602	805.250429575156	654.764973813936	788.080031561063	660.563511530636	554.944958951994
Rpt4	1070.49180596169	1069.00709350575	1044.26070782051	1503.74045195919	976.26842129318	1471.31780452957	941.548248233481	975.721582763126	925.983739646642
Rpt3	798.506831292611	853.70794157377	753.097256171459	1259.70744097257	886.361819932847	1182.95474193419	817.114559039628	738.621238151686	739.926611935992
CG18508	482.388445639495	474.594217519629	459.372249229302	623.639916965794	386.989284116216	548.175326913993	488.402230085869	436.147547495117	485.039101719669
deltaCOP	11255.0461593249	10484.1326158182	10280.3752429755	9552.3106846844	9008.25055803857	9501.70566650921	7463.94745681123	6849.56551099714	6405.52747193426
Spt6	4203.96398582845	3630.13091822706	3131.07441993281	2425.64293790862	3074.4148682566	2646.65900025662	2445.12199265919	2313.43587273137	1769.15592534114
mab-21	0	0	0	0	0	0	0	0	0
Dd	369.489022191953	368.816808092177	310.802042229491	326.507130440425	381.125810114455	368.305297770339	271.680221406577	216.610191373414	219.396844236835
REG	2070.16488266992	2020.06769508355	2147.43718738233	1163.67593201951	1050.53909198215	1080.17186813782	889.700877736042	834.241953262472	877.58737694734
Coq7	289.433067383697	295.802313089157	289.455748120322	401.072772686335	237.470697071314	327.382486906968	413.742016569558	385.410025191435	411.906820307391
CHES-1-like	908.327179555219	986.631765810036	743.704886763424	802.14554537267	1355.43974007371	951.693275892349	1417.50710939996	1417.72345975482	1345.41888304059
Or1a	0	0	0	2.25956491654273	0	0	4.14778963979507	1.95144316552625	0
CG18273	374.620814166842	473.658134250359	523.411131556807	468.859720182617	545.303082163758	462.522932083681	676.089711286596	639.097636709847	566.775180945157
CG13365	183.718152700999	174.111488084124	223.709162264084	311.819958482897	219.880275066032	321.672327251614	298.640854065245	242.954674108018	241.981813496509
CG13362	301.749368123429	154.453739429465	258.71708460312	79.0847720789956	98.7018123629742	71.3769956919262	248.867378387704	272.226321590912	324.793367448648
CG13361	15.3953759246647	17.7855821161202	12.807776465501	5.64891229135683	13.681439337442	11.4203193107082	18.6650533790778	32.1988122311831	18.2830703530696
CG14635	0	0	0	0	0	0	0	0	0
CG14631	0	0	0	0	0	0	0	0	0
CG11381	0	0	0	0	0	0	0	0	0
CG14770	5.13179197488824	7.48866615415587	2.5615552931002	1.12978245827137	0.97724566696014	0	1.03694740994877	1.95144316552625	7.52832308655806
CG14778	1.02635839497765	1.87216653853897	7.6846658793006	14.6871719575278	13.681439337442	15.2270924142776	18.6650533790778	20.4901532380256	16.1321208997673
CG14797	0	1.87216653853897	0.853851764366733	0	3.90898266784056	1.9033865517847	3.1108422298463	2.92716474828938	7.52832308655806
Coa8	379.75260614173	387.538473477566	392.771811608697	267.758442610314	220.857520732992	330.237566734645	200.130850120112	258.566219432228	235.528965136602
CG14054	1.02635839497765	3.74433307707794	5.97696235056713	14.6871719575278	32.2491070096846	27.5991050008781	29.0345274785655	25.3687611518413	23.6604439863253
CG14053	10.2635839497765	4.68041634634742	5.97696235056713	0	0	0	0	0	0
CG3091	146.769250481804	214.363068662712	205.778275212383	140.093024825649	135.83714770746	92.3142477615578	171.096322641547	172.702720149073	218.321369510184
eIF3g1	2772.19402483463	2810.12197434699	2958.59636353073	2632.39312777228	2287.73210635369	2149.87511024082	3682.20025272807	3672.6160375204	3787.82198726536
CG3592	0	0.936083269269484	0	0	0	0	0	0	0
CG14420	0	0	0	0	0	0	0	0	0
CG14421	0	0	1.70770352873347	0	0	0	0	0	0
CG14422	0	0	0	0	0	0	0	1.95144316552625	0
CG14423	0	0	0	1.12978245827137	0	0	0	0	3.22642417995345
CG17959	0	0	0	0	0	0	0	0	0
CG3603	267.879541089166	281.761064050115	285.186489298489	228.216056570816	103.588040697775	174.1598694883	120.285899554057	112.207982017759	125.830543018185
CG4116	0	0	0	0	0	0	0	0	0
CG10793	2.0527167899553	6.55258288488639	0.853851764366733	6.77869474962819	7.81796533568112	8.56523948303114	1.03694740994877	3.9028863310525	3.22642417995345
CG14269	0	0	0.853851764366733	2.25956491654273	0.97724566696014	1.9033865517847	0	0	7.52832308655806
CG16782	3.07907518493295	9.36083269269484	2.5615552931002	14.6871719575278	0	1.9033865517847	3.1108422298463	0.975721582763125	1.07547472665115
CG10801	0	0.936083269269484	0	1.12978245827137	1.95449133392028	2.85507982767705	1.03694740994877	9.75721582763125	5.37737363325576
CG16781	0	0	0	2.25956491654273	1.95449133392028	0	4.14778963979507	3.9028863310525	6.45284835990691
CG12206	3.07907518493295	2.80824980780845	0	0	0	3.8067731035694	0	3.9028863310525	1.07547472665115
CG10804	0	0.936083269269484	0	9.03825966617093	9.7724566696014	12.3720125866005	5.18473704974384	7.805772662105	7.52832308655806
CG10802	447.492260210255	460.552968480586	455.956842171835	988.559650987445	823.818097247398	938.369570029856	705.124238765162	643.976244623663	652.813159077249
CG14270	81.0823132032342	102.033076350374	101.608359959641	352.492126980666	226.720994734753	205.565747592747	323.527591904015	302.473690656569	391.472800501019
CG10803	349.988212687378	340.734310014092	304.825079878924	484.676674598416	633.255192190171	427.310280875665	525.732336844025	587.384392823402	502.246697346088
Gas8	0	0.936083269269484	0	1.12978245827137	0	0	0	0	2.1509494533023
CG2875	313.039310468183	265.847648472534	371.425517499529	288.094526859198	278.51501508364	260.763957594504	361.89464607212	379.555695694856	381.793527961159
CG2901	0	0	0	3.3893473748141	7.81796533568112	2.85507982767705	0	3.9028863310525	1.07547472665115
CG15239	0	0	0	0	0.97724566696014	3.8067731035694	2.07389481989753	0.975721582763125	0
CG2938	427.991450705679	397.835389439531	360.325444562761	384.126035812264	419.2383911259	362.595138114985	384.707489090993	401.997292098408	377.491629054554
Vap33	4411.28838161393	3942.78273016307	3395.7684668865	2736.33311393325	3095.91427292972	3109.1819323403	2424.38304446022	2438.32823532505	2340.23300519291
lva	18532.9535381114	17114.410412054	14180.7701026027	12586.9063676013	15795.2217150767	14480.0131927021	10828.841802095	9934.79715569414	6648.58476015742
CG6428	301.749368123429	279.888897511576	321.902115166258	404.462120061149	447.578515467744	465.378011911358	375.374962401454	420.536002170907	459.227708280042
CG6414	0	0	0	0	2.93173700088042	5.71015965535409	1.03694740994877	2.92716474828938	0
CG6379	338.698270342624	330.437394052128	361.179296327128	329.896477815239	372.330599111813	356.884978459631	423.074543259097	386.385746774198	307.585771822229
CG15571	0	0	0	0	0	0	0	0	0
CG15570	0	0.936083269269484	0	0	0	0.951693275892349	0	0.975721582763125	0
CG15576	0	0.936083269269484	0	0	0	0	0	0	0
CG12691	0	0	0	0	0	0	0	0	0
CG15572	0	0.936083269269484	0	2.25956491654273	0	0	0	0	0
CG12692	0	2.80824980780845	0	3.3893473748141	0.97724566696014	0	0	0	0
CG12693	0	1.87216653853897	1.70770352873347	2.25956491654273	0	0	1.03694740994877	0	1.07547472665115
CG3626	707.1609341396	631.856206756902	629.288750338282	765.992506707986	746.615689557547	588.146444501471	675.052763876647	690.810880596293	670.020754703667
CG12688	143.690175296871	252.742482702761	137.470134063044	369.438863854737	338.127000768209	492.977116912237	301.751696295091	223.440242452756	179.604279350742
CG3556	6.15815036986589	14.9773323083117	4.26925882183366	3.3893473748141	13.681439337442	5.71015965535409	2.07389481989753	5.85432949657875	1.07547472665115
CHOp24	8204.70900945132	7352.9340801118	7737.60468869133	7365.05184547103	4964.40798815751	6526.71248606973	6423.88920463261	6349.99606062242	7179.86927512309
CG3568	75.950521228346	74.8866615415587	53.7926611551042	123.146287951579	110.428760366496	95.1693275892349	113.027267684416	120.989476262628	82.8115539521387
Usf	340.750987132579	271.46414808815	268.963305775521	133.314330076021	131.928165039619	136.092138452606	134.80316329334	148.309680579995	134.434340831394
CG15912	36.9489022191953	30.890747885893	32.4463670459359	70.0465124128247	50.8167746819273	74.2320755196032	93.325266895389	90.7421071969707	79.5851297721852
CG11436	96.477689127899	91.7361603884095	84.5313246723066	72.3060773293674	106.519777698655	102.782873796374	101.620846174979	91.7178287797338	106.471997938464
CG3527	121.110290607363	108.58565923526	156.254872879112	119.756940576765	81.1113903576916	106.589646899943	99.5469513550816	97.5721582763125	120.453169384929
CG11444	2111.21921846902	2208.22043220671	2207.206810888	2243.74796212693	1584.11522614239	1993.79741299447	1563.71669420274	1399.18474968232	1433.60781062598
CG3546	0	0	0	0	0	0	1.03694740994877	0	0
CG12684	0	0	0.853851764366733	1.12978245827137	0	0	0	0	0
mRpL30	285.327633803786	317.332228282355	393.625663373064	166.078021365891	87.9521100264126	113.251499831189	154.505164082366	96.5964366935494	134.434340831394
CG15473	9.23722555479884	13.1051657697728	6.83081411493386	3.3893473748141	9.7724566696014	15.2270924142776	6.2216844596926	3.9028863310525	1.07547472665115
CG3009	0	0	0	2.25956491654273	4.8862283348007	0.951693275892349	1.03694740994877	5.85432949657875	0
CG7024	2.0527167899553	6.55258288488639	10.2462211724008	3.3893473748141	2.93173700088042	2.85507982767705	1.03694740994877	6.83005107934188	7.52832308655806
Proc-R	50.2915613539048	58.9732459639775	58.9157717413046	32.7636912898696	48.862283348007	63.7634494847874	65.3276868267723	112.207982017759	81.7360792254875
CG15472	0	0	0	3.3893473748141	0	0	0	0	0
CG15471	0	0	0	0	0	0	0	0	0
CG6978	0	0	0	0	0	0	0	0	0
CG2861	0	0.936083269269484	0	1.12978245827137	0	0	1.03694740994877	0	1.07547472665115
CG12682	0	0.936083269269484	0	0	0	0	0	0	0
boil	15.3953759246647	15.9134155775812	24.7617011666353	0	0	0	0	0	0
CG6927	0	0	0.853851764366733	0	0.97724566696014	0.951693275892349	0	0	0
CG4041	465.966711319852	418.429221363459	414.118105717865	373.957993687822	347.89945743781	423.503507772095	365.005488301966	378.579974112093	360.284033428136
CG6903	1471.79793839795	1278.68974582212	1530.95621350955	1132.04202318791	1185.39899402265	1158.21071676099	2060.4145035682	2218.79087920335	2347.76132827946
CG12680	6.15815036986589	2.80824980780845	2.5615552931002	0	1.95449133392028	1.9033865517847	0	0	0
Rpn13R	32.8434686392848	27.146414808815	14.5154799942345	0	0	0	0	5.85432949657875	0
CG5062	0	0.936083269269484	0	7.90847720789956	0	0	5.18473704974384	0	3.22642417995345
CG3323	141.637458506916	101.096993081104	99.046804666541	1.12978245827137	1.95449133392028	0	3.1108422298463	0	0
CG17764	1.02635839497765	2.80824980780845	2.5615552931002	4.51912983308546	0.97724566696014	0.951693275892349	0	0.975721582763125	0
TrxT	4.10543357991059	2.80824980780845	0	163.818456449348	102.610795030815	140.850604832068	87.1035824356964	95.6207151107863	123.679593564882
CG4198	3.07907518493295	1.87216653853897	0.853851764366733	2.25956491654273	0	0	0	0	0
Sas10	158.059192826558	204.066152700748	327.879077516825	229.345839029087	205.221590061629	187.483575350793	236.424009468319	149.285402162758	178.528804624091
CG3309	183.718152700999	144.156823467501	128.07776465501	160.429109074534	189.585659390267	192.242041730254	219.832850909139	192.217151804336	143.038138644603
SK	196.034453440731	252.742482702761	150.277910528545	59.8784702883824	104.565286364735	49.4880503464021	69.4754764665674	80.9848913693394	64.5284835990691
NAAT1	45.1597693790165	27.146414808815	37.5694776321363	64.3976001214678	69.38444235417	14.2753991383852	20.7389481989753	73.1791187072344	181.755228804045
Usp16-45	625.052262541388	611.262374832973	560.126757424577	711.76294871096	841.408519252681	729.948742609431	790.153926380961	706.422425920503	733.473763576085
CG16756	1.02635839497765	1.87216653853897	2.5615552931002	4.51912983308546	7.81796533568112	2.85507982767705	5.18473704974384	2.92716474828938	9.67927253986036
CG15784	458.782202555009	448.383885980083	363.740851620228	4451.34288558918	5752.06799572739	3902.89412443452	2131.96387485467	2808.12671519228	3535.08542650233
SPR	8.21086715982119	15.9134155775812	8.53851764366733	45.1912983308546	48.862283348007	93.2659410374502	66.3646342367211	74.1548402899975	80.6606044988364
frma	64.6605788835919	26.2103315395456	38.423329396503	4.51912983308546	6.84071966872098	2.85507982767705	2.07389481989753	4.87860791381563	6.45284835990691
CG4151	1.02635839497765	0	0	0	0	0	0	0	0
CG12730	237.088789239837	220.915651547598	245.055456373252	216.918231988102	212.06230973035	233.164852593625	223.980640548934	239.051787776966	259.189409122928
RhoGAP5A	125.215724187273	147.901156544578	117.831543482609	85.8634668286238	78.1796533568112	94.2176343133425	83.9927402058501	89.7663856142076	123.679593564882
Sirt4	66.7132956735472	58.9732459639775	79.4082140861062	124.27607040985	90.8838470272931	118.009966210651	138.950952933135	148.309680579995	175.302380444138
RpL35	4328.15335162074	4764.66384058167	5053.09474152233	4629.84851399606	3255.20531664423	4008.53207805857	5838.01391801156	5696.26260017113	6487.26355115975
PGAP1	227.851563685038	270.528064818881	245.055456373252	199.971495114032	289.264717420202	255.053797939149	185.613586380829	220.513077704466	201.113773883765
AdamTS-B	12.3163007397318	8.42474942342536	2.5615552931002	24.85521408197	12.7041936704818	25.6957184490934	19.7020007890266	26.3444827346044	23.6604439863253
CG15773	17.44809271462	12.1690825005033	14.5154799942345	36.1530386646837	34.2035983436049	49.4880503464021	31.108422298463	23.417317986315	21.509494533023
